id,skill,score
572,Java,2
572,C++,1
572,JavaScript,3
573,Python,2
573,PHP,3
573,C++,1
573,JavaScript,2
574,SPSS,1
575,Python,1
575,C#,5
575,SPSS,1
576,C#,3
576,Ruby,3
576,R,1
576,SPSS,3
577,Ruby,1
577,R,1
577,SPSS,1
578,Ruby,4
578,SPSS,6
578,PHP,2
578,C++,1
579,Ruby,2
579,JavaScript,1
580,C#,2
580,C++,2
582,Python,1
583,C#,3
583,R,2
584,Java,1
584,Ruby,3
585,SPSS,4
585,PHP,1
585,JavaScript,2
586,R,5
587,Python,3
587,Ruby,2
587,R,4
587,C++,6
588,Ruby,4
588,SPSS,5
590,SPSS,5
590,C++,2
591,Java,3
591,JavaScript,1
592,Ruby,3
593,C#,5
593,JavaScript,2
594,Python,2
594,C#,6
594,R,1
594,SPSS,7
594,PHP,2
595,SPSS,1
596,C#,4
596,Java,4
596,C++,3
596,JavaScript,2
597,Python,3
597,Java,2
597,R,2
597,SPSS,7
597,C++,2
597,JavaScript,3
598,Python,7
599,Java,4
599,Ruby,2
599,PHP,3
599,JavaScript,4
600,C#,6
600,Java,2
600,SPSS,2
600,JavaScript,7
601,C#,1
601,Java,2
601,R,3
601,SPSS,3
601,JavaScript,2
602,Java,3
602,JavaScript,4
603,Python,1
603,Ruby,2
603,PHP,3
603,C++,2
604,R,2
604,SPSS,5
604,JavaScript,1
605,Python,6
605,Java,8
605,Ruby,2
605,R,2
605,SPSS,3
605,C++,3
606,Python,2
606,Java,5
606,R,3
606,C++,1
608,Python,1
608,Java,3
608,Ruby,1
608,C++,5
608,JavaScript,1
609,Python,4
609,C#,3
609,Java,5
609,SPSS,5
609,PHP,2
609,C++,3
610,C#,2
610,R,1
610,SPSS,3
611,C#,3
611,R,4
611,SPSS,2
611,JavaScript,1
612,Python,4
612,Ruby,1
613,Python,3
613,C#,2
613,Ruby,3
613,R,5
613,JavaScript,2
614,Python,3
614,C#,4
614,Java,2
614,PHP,2
614,C++,3
615,Python,3
615,Java,1
616,C#,5
616,Java,5
616,R,4
616,JavaScript,1
617,Ruby,2
617,R,3
617,PHP,2
618,C#,1
618,Java,1
618,Ruby,1
618,R,1
618,SPSS,3
618,PHP,1
618,JavaScript,5
619,Java,5
619,R,5
620,Python,2
620,Ruby,3
620,C++,4
620,JavaScript,5
621,C#,1
621,Ruby,1
622,C#,2
622,Ruby,6
622,R,5
622,SPSS,7
622,PHP,1
623,Python,2
623,Java,4
623,SPSS,6
623,JavaScript,3
624,C#,2
624,SPSS,3
624,C++,6
625,Python,2
625,R,2
625,SPSS,3
625,C++,2
626,SPSS,1
627,Python,3
627,C#,2
627,Ruby,3
627,C++,5
628,Python,4
628,C#,2
628,Java,3
628,Ruby,1
629,Java,6
629,Ruby,2
629,SPSS,1
629,PHP,1
630,Python,5
630,Java,2
630,SPSS,2
630,PHP,3
631,Python,5
631,Ruby,1
631,R,2
631,SPSS,3
631,C++,6
631,JavaScript,1
632,Ruby,5
632,PHP,2
633,C#,3
633,R,3
633,SPSS,3
633,PHP,2
633,C++,3
633,JavaScript,1
634,Python,2
634,R,2
634,PHP,3
634,JavaScript,2
635,SPSS,3
635,JavaScript,3
636,SPSS,3
636,PHP,1
637,C#,1
637,Ruby,5
637,SPSS,3
637,PHP,3
638,C#,6
638,C++,1
638,JavaScript,1
639,Ruby,2
640,Python,1
640,C#,2
640,Java,3
640,PHP,1
641,Python,2
641,C#,3
641,R,4
641,JavaScript,1
642,Java,3
642,C++,5
643,Python,2
643,C#,1
643,Java,2
643,JavaScript,4
644,R,1
644,SPSS,8
645,SPSS,2
645,PHP,2
645,C++,5
645,JavaScript,4
646,C#,3
646,Java,4
646,Ruby,5
646,SPSS,2
646,PHP,5
646,JavaScript,4
647,Python,1
647,Java,3
648,Python,4
649,Java,3
649,Ruby,3
650,C#,1
651,Ruby,1
651,R,3
651,SPSS,1
652,Ruby,3
652,R,2
653,Python,5
653,Java,4
653,R,2
653,SPSS,1
653,PHP,3
654,Python,1
654,Java,2
654,Ruby,4
654,SPSS,2
654,C++,2
655,C#,3
655,Java,4
655,SPSS,3
655,PHP,2
656,Java,5
656,R,3
657,C#,3
657,Java,2
657,SPSS,2
657,PHP,1
657,C++,3
658,SPSS,3
659,Python,4
659,C#,4
659,R,4
659,SPSS,2
659,PHP,1
660,Java,1
660,C++,3
661,Python,4
661,C#,3
661,R,4
661,C++,1
662,Python,4
662,Java,2
662,Ruby,3
662,R,1
662,PHP,2
662,C++,3
663,Python,2
663,Java,7
663,Ruby,7
663,JavaScript,1
664,Python,2
664,C#,5
664,SPSS,5
664,PHP,2
665,Python,1
665,C#,2
665,PHP,3
666,PHP,4
666,C++,5
666,JavaScript,5
667,Python,2
667,C++,2
668,Python,1
668,Ruby,2
668,R,5
669,C#,5
669,SPSS,1
670,JavaScript,1
671,Java,2
671,R,3
671,C++,3
672,Python,3
672,C#,5
672,Java,9
672,R,3
672,PHP,2
673,Python,3
673,R,4
673,PHP,4
673,C++,2
674,C#,2
674,Java,2
674,SPSS,2
675,Python,4
675,Java,2
675,PHP,3
675,JavaScript,3
676,C#,4
677,Python,1
677,Java,4
677,Ruby,2
677,PHP,1
678,C#,3
678,Java,3
678,R,1
678,SPSS,1
678,PHP,3
679,R,2
679,JavaScript,3
680,Java,1
680,PHP,2
680,C++,2
681,C#,5
681,Ruby,1
681,R,1
681,JavaScript,2
682,Python,3
682,C++,1
682,JavaScript,2
683,Java,6
683,Ruby,4
683,C++,3
683,JavaScript,5
684,C#,3
684,C++,2
685,Java,1
685,Ruby,1
685,SPSS,3
685,C++,3
686,Python,2
686,R,4
686,SPSS,4
686,C++,1
687,Java,4
688,C#,4
688,Ruby,3
689,Ruby,1
689,PHP,5
690,Ruby,1
690,C++,1
690,JavaScript,1
691,C#,5
691,SPSS,2
691,PHP,1
691,C++,5
692,C#,3
692,Ruby,3
692,PHP,4
693,C#,2
693,R,5
693,JavaScript,2
694,C#,4
694,Ruby,2
694,PHP,1
694,JavaScript,1
695,Java,2
695,SPSS,2
695,PHP,1
695,JavaScript,2
696,C#,4
696,Java,3
696,Ruby,1
696,PHP,4
696,JavaScript,2
697,Python,1
697,Java,2
697,Ruby,5
697,R,2
698,C#,6
698,JavaScript,1
699,C#,5
699,Java,2
700,SPSS,4
701,SPSS,4
702,Python,4
702,C#,3
702,Java,3
702,Ruby,1
702,R,2
702,PHP,1
702,C++,4
702,JavaScript,2
703,Java,1
703,SPSS,3
703,C++,2
703,JavaScript,4
704,C#,1
704,Java,1
704,Ruby,1
704,SPSS,6
704,C++,7
705,Java,2
705,Ruby,2
705,R,6
705,PHP,1
706,Python,4
706,C#,3
706,R,2
706,SPSS,4
706,C++,7
707,Python,4
707,Java,2
707,PHP,2
707,C++,1
708,C#,6
708,SPSS,1
709,C#,2
709,Java,1
709,PHP,4
709,C++,4
709,JavaScript,4
710,Java,4
710,PHP,2
710,C++,6
711,Python,5
711,C#,1
711,Java,3
711,Ruby,5
711,PHP,1
711,JavaScript,2
712,Python,3
712,Ruby,5
712,R,2
712,SPSS,3
712,C++,2
712,JavaScript,1
713,Ruby,5
713,R,4
713,C++,4
713,JavaScript,2
714,Python,1
714,PHP,1
715,Ruby,4
715,SPSS,1
715,PHP,2
716,R,5
716,PHP,1
716,C++,4
717,C#,1
717,Ruby,3
717,C++,1
718,Java,4
718,Ruby,5
718,C++,3
719,R,2
719,SPSS,1
720,C#,3
720,Java,3
720,Ruby,4
720,SPSS,5
720,JavaScript,8
721,C#,1
721,Java,6
721,Ruby,6
721,PHP,4
722,C#,6
722,Ruby,2
722,JavaScript,7
723,Python,2
723,C#,1
723,JavaScript,3
724,Python,2
724,Java,3
725,Ruby,2
725,JavaScript,3
726,SPSS,4
726,PHP,4
727,Python,2
727,Java,2
728,C#,3
729,Ruby,6
730,Python,4
730,C#,2
730,Java,6
730,Ruby,2
730,PHP,4
731,SPSS,4
731,C++,4
731,JavaScript,3
732,Java,3
732,SPSS,6
732,PHP,5
733,Java,2
733,Ruby,8
733,SPSS,4
734,Ruby,3
734,R,7
734,PHP,3
734,JavaScript,3
735,Python,2
735,R,2
735,JavaScript,2
736,Java,2
737,Python,4
737,C#,3
737,R,4
737,SPSS,2
737,C++,4
738,PHP,1
739,Python,5
739,C#,2
740,C#,2
740,Java,8
740,SPSS,2
740,PHP,1
741,Python,3
741,Java,1
741,R,4
741,JavaScript,2
742,Python,6
742,Java,5
742,R,1
742,C++,6
743,Java,3
743,R,4
743,C++,3
743,JavaScript,6
744,Ruby,3
744,R,2
744,SPSS,2
744,JavaScript,1
745,Python,5
745,Ruby,3
746,Python,4
746,R,1
746,C++,4
747,PHP,1
747,C++,3
748,Python,1
748,C#,3
748,Java,4
748,Ruby,1
748,SPSS,1
749,C#,1
749,Ruby,2
749,PHP,2
750,Java,2
750,Ruby,6
751,Python,5
751,SPSS,5
751,PHP,3
752,C++,7
753,Python,2
753,C#,3
753,Ruby,6
753,C++,4
754,Python,5
754,Java,4
754,SPSS,1
754,C++,4
754,JavaScript,2
755,Python,3
755,C#,2
755,Java,3
755,PHP,2
756,C#,1
756,R,3
757,R,2
757,PHP,1
757,C++,6
758,Python,3
758,C#,5
758,Java,5
758,Ruby,4
758,R,3
758,JavaScript,2
759,Python,4
759,C#,4
759,C++,4
759,JavaScript,8
760,Python,5
760,C#,7
760,R,2
761,C#,4
761,Java,3
761,R,1
761,SPSS,2
762,Python,4
762,Ruby,1
762,SPSS,2
762,PHP,2
762,JavaScript,4
763,R,3
763,C++,3
763,JavaScript,2
764,C#,3
764,Java,1
764,R,5
764,SPSS,3
764,C++,3
764,JavaScript,3
765,Python,2
765,C#,3
765,PHP,2
765,C++,1
766,SPSS,2
766,C++,1
767,Java,3
767,SPSS,6
767,PHP,2
768,R,7
769,Java,5
769,R,4
769,SPSS,5
769,JavaScript,3
770,C#,2
770,Ruby,4
770,SPSS,1
770,C++,5
770,JavaScript,2
771,Java,3
771,Ruby,1
771,R,1
771,C++,4
772,Python,1
772,Ruby,2
772,R,2
772,SPSS,3
772,C++,3
772,JavaScript,2
773,Python,1
773,Java,3
773,Ruby,4
773,C++,6
774,Ruby,2
774,R,4
774,JavaScript,2
776,Python,3
776,R,4
776,SPSS,1
777,Python,3
777,R,4
777,SPSS,1
778,C++,5
778,JavaScript,3
779,Python,3
780,Python,1
780,C#,4
780,Ruby,5
780,R,4
780,C++,2
781,Python,5
781,Ruby,5
781,R,2
781,C++,1
781,JavaScript,3
782,Python,5
782,Java,2
782,R,1
783,Ruby,2
783,SPSS,3
783,JavaScript,5
784,Ruby,2
784,R,1
784,PHP,1
784,C++,4
785,C#,4
785,Ruby,2
785,PHP,3
786,Java,1
786,Ruby,2
787,Java,1
787,Ruby,3
787,R,4
787,SPSS,4
788,Ruby,3
788,C++,2
789,C#,2
789,SPSS,3
789,PHP,1
789,JavaScript,3
791,Python,2
791,C#,1
791,PHP,4
791,C++,2
792,Python,7
792,Java,4
792,Ruby,2
792,R,1
792,JavaScript,5
793,C#,2
793,Java,6
793,Ruby,1
794,Python,3
794,Ruby,3
795,C#,2
795,SPSS,1
796,SPSS,2
796,PHP,4
796,JavaScript,6
797,Python,4
797,C#,7
797,Java,2
797,R,1
797,SPSS,8
797,C++,1
797,JavaScript,3
798,C#,3
798,R,3
798,PHP,3
798,C++,4
799,Python,5
799,C#,2
799,Java,7
800,Python,3
800,Java,1
800,SPSS,4
801,Python,2
801,C#,6
801,Java,1
801,Ruby,3
801,R,3
801,SPSS,2
801,C++,1
801,JavaScript,3
802,Ruby,2
803,Java,5
803,R,1
803,PHP,1
804,Python,1
804,C++,1
804,JavaScript,1
805,Python,6
805,C#,2
805,R,3
805,SPSS,3
805,C++,3
806,C#,1
807,C#,5
807,Ruby,2
807,JavaScript,2
808,C#,3
808,R,3
808,SPSS,2
808,C++,1
808,JavaScript,5
809,Python,1
809,C#,1
809,Ruby,3
809,C++,4
810,C#,2
810,Ruby,1
810,SPSS,6
810,C++,2
810,JavaScript,1
811,C#,4
811,Ruby,6
812,Java,6
812,PHP,1
813,Ruby,1
813,JavaScript,6
814,Python,3
814,Ruby,1
814,PHP,1
814,C++,1
816,Ruby,2
816,SPSS,5
816,PHP,2
817,C#,2
817,Java,3
817,R,4
817,SPSS,5
817,JavaScript,4
818,R,3
818,SPSS,6
818,PHP,2
819,C++,4
820,Python,2
820,Java,2
820,Ruby,2
820,SPSS,6
820,C++,5
820,JavaScript,3
821,Python,2
821,Ruby,1
821,SPSS,3
822,Python,1
822,JavaScript,3
823,Java,3
823,Ruby,5
823,R,6
823,C++,2
824,PHP,2
825,Python,6
825,C++,4
826,Python,4
826,C#,4
826,R,6
826,SPSS,1
826,PHP,2
827,C#,2
827,Ruby,4
827,PHP,1
827,JavaScript,3
828,Python,1
828,C#,2
828,Java,2
828,R,7
829,Ruby,4
829,R,2
830,Python,2
830,C#,4
830,Java,1
830,SPSS,1
830,PHP,2
830,C++,3
831,C#,3
831,Ruby,4
831,SPSS,4
832,C#,3
832,Ruby,4
832,SPSS,4
833,C#,3
834,Python,3
834,Java,1
834,Ruby,4
835,Python,3
835,C#,5
835,JavaScript,1
836,Python,6
836,Java,3
836,PHP,1
836,JavaScript,4
837,PHP,3
838,R,4
838,C++,1
839,C#,6
839,PHP,4
839,C++,2
839,JavaScript,3
840,C#,3
840,R,2
840,PHP,1
841,Python,6
841,SPSS,3
841,PHP,4
841,C++,3
841,JavaScript,6
842,C#,8
842,Ruby,7
842,C++,4
843,Python,4
843,Java,2
843,SPSS,1
843,JavaScript,2
844,Ruby,6
844,R,3
844,SPSS,4
844,PHP,1
844,JavaScript,6
845,Python,3
845,C#,5
845,Java,4
845,Ruby,3
845,R,3
846,Ruby,1
846,PHP,5
846,JavaScript,2
847,Ruby,1
848,Ruby,2
848,SPSS,2
848,C++,3
849,Java,1
849,R,5
849,PHP,4
849,JavaScript,4
850,Python,3
850,R,1
850,C++,1
850,JavaScript,1
851,Python,3
851,Java,2
851,SPSS,6
852,C++,3
852,JavaScript,6
853,C++,3
853,JavaScript,6
854,Python,3
854,SPSS,4
854,C++,2
854,JavaScript,5
855,Ruby,1
855,JavaScript,1
857,Python,2
857,C#,2
857,Java,1
857,C++,2
858,Ruby,2
858,SPSS,3
858,C++,3
858,JavaScript,5
859,Ruby,3
859,SPSS,2
859,PHP,3
859,C++,3
860,JavaScript,2
861,SPSS,2
861,C++,3
862,PHP,1
862,C++,1
863,SPSS,3
863,PHP,5
863,JavaScript,4
864,R,7
864,SPSS,3
864,PHP,5
865,C#,2
865,Java,1
865,PHP,2
866,C#,5
866,Java,3
866,Ruby,2
866,R,6
867,Python,6
867,C++,1
868,Python,5
868,Ruby,4
869,C#,2
869,Ruby,4
869,R,2
869,SPSS,3
870,Python,3
870,R,8
871,Python,8
871,C++,4
872,Python,5
872,Java,2
872,R,2
872,PHP,4
873,R,3
873,PHP,5
873,C++,5
873,JavaScript,2
874,C#,5
874,Java,2
874,PHP,1
874,C++,4
874,JavaScript,1
875,Python,7
875,C#,2
875,Java,4
875,SPSS,1
875,JavaScript,1
876,Python,3
876,R,1
876,C++,3
877,Java,3
877,Ruby,5
877,C++,3
877,JavaScript,6
878,Python,3
878,PHP,3
879,Java,5
880,Ruby,6
880,PHP,2
880,JavaScript,2
881,Java,2
881,C++,3
881,JavaScript,2
882,C++,2
883,Python,4
883,C#,1
883,R,4
883,SPSS,6
883,PHP,2
884,Java,2
884,R,5
885,C++,4
886,C#,3
886,Ruby,2
886,PHP,2
886,JavaScript,3
887,Java,5
887,Ruby,4
888,R,3
888,JavaScript,6
889,R,3
889,JavaScript,6
890,Python,1
890,Java,1
890,PHP,1
890,C++,2
890,JavaScript,2
891,Python,2
891,C#,3
891,Ruby,1
891,PHP,2
891,C++,4
891,JavaScript,2
892,R,4
892,SPSS,4
893,Python,5
893,C#,2
893,Java,7
893,R,2
893,SPSS,2
894,R,3
894,JavaScript,1
895,Java,2
895,JavaScript,3
896,Java,2
896,JavaScript,3
897,Java,2
897,PHP,1
897,JavaScript,3
898,C#,5
898,Java,5
898,Ruby,7
898,SPSS,1
898,PHP,1
899,Python,2
899,R,4
899,JavaScript,1
900,C#,8
900,R,3
900,SPSS,3
900,C++,2
901,C++,5
902,Python,4
902,Java,4
902,R,2
902,SPSS,1
902,JavaScript,1
903,Python,1
904,Ruby,5
904,R,3
904,SPSS,3
904,C++,2
905,R,4
906,Python,5
907,Python,2
907,Ruby,1
907,PHP,3
907,JavaScript,1
908,Python,2
908,Java,4
908,Ruby,2
908,R,2
908,PHP,1
908,JavaScript,3
909,C#,2
909,R,3
910,C#,4
910,Java,2
910,Ruby,2
910,R,2
910,JavaScript,3
911,C#,1
911,Java,1
911,SPSS,7
911,PHP,1
911,C++,2
912,Ruby,3
912,R,1
912,C++,7
913,C#,2
913,Java,6
913,Ruby,3
914,Python,3
914,R,2
914,SPSS,3
915,Python,1
915,C#,4
915,Java,1
915,Ruby,3
915,C++,2
916,Python,2
916,Java,3
916,Ruby,2
916,SPSS,2
916,C++,1
917,JavaScript,2
918,Java,6
918,Ruby,5
918,C++,2
918,JavaScript,6
919,Ruby,1
920,C#,1
920,SPSS,4
920,PHP,3
920,JavaScript,2
921,Python,4
921,Java,2
921,PHP,3
921,C++,3
921,JavaScript,3
922,C#,2
922,SPSS,6
922,C++,3
923,Python,2
923,C++,4
923,JavaScript,3
924,C#,6
924,SPSS,3
924,PHP,3
925,SPSS,2
925,PHP,3
926,Python,2
926,Ruby,5
926,PHP,1
927,Python,3
927,C#,4
927,R,2
927,SPSS,2
927,JavaScript,6
928,Python,2
928,Ruby,5
930,Python,2
930,Ruby,4
930,R,5
930,JavaScript,8
931,Python,5
931,C#,3
931,Java,3
931,Ruby,2
931,SPSS,2
931,PHP,1
931,C++,1
932,Ruby,2
932,SPSS,2
932,JavaScript,5
933,C#,3
933,Ruby,3
934,C#,8
934,Java,6
935,C#,4
935,Ruby,1
935,SPSS,5
935,C++,4
936,C#,4
936,SPSS,5
937,C#,4
938,C#,1
938,JavaScript,5
939,Python,1
939,C#,1
939,C++,3
940,Python,1
940,Java,1
940,Ruby,4
940,R,3
940,SPSS,3
940,C++,3
940,JavaScript,3
941,Python,1
941,C#,4
941,Java,4
941,PHP,1
942,Java,4
943,Python,5
943,C#,1
943,Java,3
943,SPSS,11
943,JavaScript,1
944,Python,2
944,C#,2
944,JavaScript,4
945,Python,4
945,C#,3
945,R,3
945,SPSS,7
946,Ruby,1
946,SPSS,2
946,C++,3
947,Python,2
947,C#,4
947,Ruby,3
947,SPSS,1
947,C++,1
948,Python,1
948,C#,2
948,Ruby,2
948,PHP,2
948,JavaScript,2
949,Python,1
949,C#,4
949,Ruby,1
949,R,1
949,PHP,5
950,Python,1
950,C#,3
950,Ruby,4
951,C#,2
951,Java,2
951,SPSS,2
952,Java,1
952,Ruby,3
952,JavaScript,2
953,C#,5
953,Java,3
953,JavaScript,1
954,Ruby,3
954,R,3
954,SPSS,5
954,PHP,2
954,JavaScript,5
955,C#,1
955,R,4
955,PHP,1
955,C++,1
956,Ruby,5
956,R,4
957,Python,6
957,JavaScript,1
958,R,2
958,C++,5
959,Python,4
959,SPSS,5
960,Python,1
960,Ruby,2
960,SPSS,3
961,Python,3
961,C++,3
964,JavaScript,4
965,Python,1
965,Ruby,4
965,R,1
965,PHP,1
966,Python,1
966,Java,4
966,PHP,3
966,C++,2
967,C#,5
967,Ruby,1
967,JavaScript,4
968,C#,2
968,C++,3
968,JavaScript,1
969,C#,3
969,Java,1
970,Java,2
970,R,4
970,SPSS,1
970,PHP,2
970,JavaScript,3
971,Python,3
971,C#,2
971,Java,4
971,R,3
971,PHP,3
971,JavaScript,2
972,Python,2
972,C#,1
972,Ruby,7
972,C++,1
972,JavaScript,5
973,Python,7
973,C#,2
973,Java,5
973,SPSS,1
974,Python,4
974,Java,2
974,R,2
974,JavaScript,2
975,Python,6
975,C#,1
975,Ruby,2
976,SPSS,2
976,C++,2
977,Java,4
977,R,2
977,SPSS,2
977,PHP,5
977,JavaScript,8
978,Python,3
978,C#,3
978,Java,3
978,JavaScript,3
979,Python,1
979,C#,2
979,C++,1
980,Python,1
980,C#,7
980,Ruby,5
980,JavaScript,4
981,C#,2
981,Ruby,2
982,Ruby,4
982,JavaScript,2
983,Python,4
983,Java,2
983,SPSS,6
983,C++,6
984,C#,3
984,R,2
984,C++,2
984,JavaScript,2
985,Python,5
985,C#,2
985,Java,3
985,R,4
985,SPSS,3
986,C#,7
986,Java,2
986,JavaScript,2
987,R,1
987,C++,1
987,JavaScript,4
988,C#,2
988,Java,2
988,Ruby,3
989,PHP,1
990,Python,3
990,R,2
991,C#,4
991,SPSS,2
991,PHP,3
991,C++,1
992,Python,3
992,Java,1
992,Ruby,3
992,R,5
992,JavaScript,4
993,SPSS,2
993,C++,3
994,R,1
994,SPSS,3
995,Python,4
995,C#,3
995,C++,2
995,JavaScript,6
996,Python,1
996,R,1
997,C#,1
997,Ruby,4
997,R,4
997,PHP,1
997,C++,1
998,Python,2
998,R,4
999,Java,1
999,SPSS,1
999,JavaScript,5
1000,C#,2
1002,Python,3
1002,C#,4
1002,Java,4
1002,R,5
1002,SPSS,3
1002,C++,4
1003,Java,6
1003,JavaScript,8
1004,Python,3
1004,Java,1
1004,Ruby,3
1004,JavaScript,1
1005,PHP,3
1005,JavaScript,1
1006,Ruby,3
1006,R,1
1006,JavaScript,4
1007,Python,1
1007,Java,5
1007,C++,2
1008,Python,2
1008,C#,5
1008,Java,2
1008,SPSS,5
1009,Ruby,2
1009,R,2
1010,Ruby,1
1010,R,4
1011,Python,3
1011,Java,2
1011,Ruby,3
1011,R,6
1011,SPSS,6
1011,PHP,1
1011,C++,1
1011,JavaScript,1
1012,Java,4
1012,PHP,2
1013,C#,3
1014,Python,5
1014,Java,3
1014,Ruby,3
1014,SPSS,3
1014,JavaScript,3
1015,Ruby,1
1016,Java,4
1017,Python,5
1017,C#,5
1017,Ruby,1
1018,Python,3
1018,C#,4
1018,Java,3
1018,R,4
1018,JavaScript,1
1019,Java,3
1020,Java,3
1021,Ruby,5
1021,R,3
1021,SPSS,3
1022,Ruby,2
1022,R,2
1022,JavaScript,4
1023,Java,5
1024,C#,2
1024,Ruby,3
1024,SPSS,4
1024,C++,1
1025,PHP,3
1025,C++,2
1026,Python,2
1026,Java,7
1026,Ruby,5
1026,SPSS,4
1027,C#,3
1027,Ruby,4
1027,SPSS,3
1027,PHP,3
1027,C++,1
1027,JavaScript,5
1028,Ruby,2
1029,Python,4
1030,C#,2
1030,Ruby,6
1030,R,4
1030,SPSS,2
1030,C++,2
1031,Python,3
1031,C#,4
1031,Java,2
1031,Ruby,1
1031,SPSS,4
1032,Python,1
1032,PHP,3
1032,JavaScript,2
1033,Python,4
1033,R,7
1033,C++,8
1033,JavaScript,3
1034,Ruby,3
1035,R,2
1035,PHP,2
1035,JavaScript,5
1036,C#,4
1036,Java,4
1036,SPSS,3
1036,PHP,2
1037,C++,3
1038,Python,2
1038,C#,4
1038,Ruby,2
1038,PHP,2
1039,Python,4
1039,Ruby,2
1039,SPSS,4
1039,PHP,4
1039,C++,5
1040,C++,4
1041,Python,2
1041,Java,4
1041,SPSS,1
1041,C++,2
1042,C#,4
1042,Java,5
1042,SPSS,4
1042,C++,5
1042,JavaScript,4
1043,PHP,1
1043,C++,4
1044,Python,2
1044,Java,1
1044,Ruby,3
1044,JavaScript,2
1045,Python,5
1045,SPSS,1
1045,C++,1
1046,C#,5
1046,Java,1
1046,Ruby,9
1048,Python,4
1048,C#,4
1049,Python,1
1049,Ruby,4
1049,C++,1
1049,JavaScript,2
1050,R,6
1050,SPSS,1
1050,C++,2
1051,Ruby,4
1051,PHP,2
1052,Python,4
1052,R,1
1052,SPSS,4
1052,PHP,2
1052,JavaScript,3
1053,Ruby,2
1053,R,1
1053,C++,1
1053,JavaScript,5
1054,Python,6
1054,C#,3
1054,Java,3
1054,Ruby,7
1055,JavaScript,7
1057,SPSS,4
1057,PHP,2
1058,C#,5
1058,Java,3
1058,Ruby,5
1058,R,3
1058,PHP,1
1058,C++,2
1059,Python,3
1059,C#,3
1059,Java,4
1060,Python,1
1060,C#,4
1060,C++,4
1061,R,2
1061,PHP,2
1061,JavaScript,1
1062,C#,2
1062,Ruby,6
1062,R,3
1062,C++,4
1063,C#,2
1063,Java,2
1063,SPSS,2
1063,C++,3
1063,JavaScript,1
1064,R,4
1064,PHP,4
1064,JavaScript,6
1065,Java,3
1065,Ruby,6
1066,Python,9
1066,C#,4
1066,Java,7
1066,PHP,1
1067,Python,2
1067,R,1
1067,C++,1
1067,JavaScript,1
1068,Java,3
1068,C++,2
1068,JavaScript,2
1069,Ruby,1
1070,Python,3
1070,C#,2
1070,Java,3
1070,C++,6
1071,Java,2
1071,C++,3
1072,R,3
1073,Java,3
1073,C++,1
1073,JavaScript,1
1074,Python,3
1074,Java,3
1074,SPSS,1
1074,C++,5
1075,Java,4
1075,PHP,3
1076,C#,1
1076,Ruby,4
1076,SPSS,3
1076,PHP,4
1077,C#,2
1077,SPSS,2
1077,C++,2
1078,Ruby,3
1079,Java,2
1079,SPSS,5
1080,Python,7
1080,C#,3
1080,Java,3
1080,R,1
1080,PHP,3
1081,C#,3
1081,PHP,2
1082,C#,7
1082,R,4
1082,PHP,1
1083,C#,5
1083,Java,3
1083,R,2
1083,SPSS,3
1084,Python,2
1084,C#,1
1084,Java,1
1084,Ruby,3
1085,R,5
1085,SPSS,1
1086,Python,3
1086,C#,4
1086,R,4
1086,PHP,3
1086,JavaScript,4
1087,Python,2
1087,Java,3
1087,Ruby,1
1087,SPSS,4
1087,PHP,3
1088,C#,2
1088,R,5
1089,R,1
1089,JavaScript,3
1090,Python,7
1090,Ruby,3
1090,C++,1
1091,Python,3
1091,C#,2
1091,Ruby,2
1092,C#,5
1092,R,3
1092,SPSS,5
1092,PHP,1
1092,C++,3
1092,JavaScript,2
1093,C#,3
1094,Ruby,1
1094,C++,3
1094,JavaScript,2
1095,SPSS,3
1096,Python,10
1096,C++,1
1097,C#,5
1097,Java,1
1097,Ruby,5
1097,JavaScript,2
1098,R,3
1098,C++,6
1099,Java,3
1099,R,3
1099,JavaScript,1
1100,R,3
1100,SPSS,7
1100,PHP,1
1100,C++,2
1100,JavaScript,4
1101,SPSS,6
1101,PHP,6
1101,C++,3
1102,Ruby,2
1103,C#,4
1103,Java,2
1103,JavaScript,7
1104,Java,3
1104,Ruby,2
1104,PHP,5
1105,Python,1
1105,Java,2
1105,R,4
1105,SPSS,2
1106,Python,1
1106,R,4
1107,Python,3
1107,Java,2
1107,Ruby,4
1107,SPSS,4
1107,JavaScript,2
1108,Java,1
1108,SPSS,3
1109,C#,1
1109,Ruby,5
1109,R,2
1110,Python,4
1110,Java,5
1110,R,7
1110,PHP,1
1111,C#,1
1111,Java,1
1111,R,6
1111,JavaScript,1
1112,C#,1
1112,PHP,1
1112,JavaScript,3
1113,R,4
1113,SPSS,1
1114,C#,2
1114,Ruby,3
1114,SPSS,3
1115,Python,5
1115,R,5
1115,C++,5
1115,JavaScript,5
1116,Java,7
1116,C++,4
1116,JavaScript,3
1117,SPSS,5
1117,C++,2
1118,Java,2
1118,Ruby,1
1118,SPSS,4
1119,SPSS,2
1120,C#,3
1120,Java,2
1120,Ruby,3
1120,SPSS,6
1120,PHP,1
1120,C++,2
1121,Java,1
1121,R,2
1121,JavaScript,4
1122,Java,1
1122,R,6
1122,PHP,2
1123,Python,6
1123,R,3
1123,SPSS,6
1123,JavaScript,5
1124,Ruby,2
1124,SPSS,4
1125,Python,4
1125,C#,2
1125,R,4
1126,Python,1
1126,Java,3
1126,SPSS,4
1126,PHP,3
1127,Ruby,3
1127,R,4
1127,JavaScript,6
